county,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Mi, Harrison County",29,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Henry County",29,83,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Hickory County",29,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Mi, Holt County",29,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mi, Howard County",29,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Howell County",29,91,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Iron County",29,93,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Mi, Jackson County",29,95,3,3,15,1,1,1,1,3,0,0,0,0,0,0,0,1,1,3
"Mi, Jasper County",29,97,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Mi, Jefferson County",29,99,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Mi, Johnson County",29,101,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Knox County",29,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Laclede County",29,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Lafayette County",29,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Lawrence County",29,109,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Lewis County",29,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Lincoln County",29,113,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Mi, Linn County",29,115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Livingston County",29,117,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, McDonald County",29,119,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Mi, Macon County",29,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Madison County",29,123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Maries County",29,125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Marion County",29,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Mercer County",29,129,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Miller County",29,131,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Mississippi County",29,133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Moniteau County",29,135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Monroe County",29,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Montgomery County",29,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Morgan County",29,141,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Mi, New Madrid County",29,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Newton County",29,145,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Mi, Nodaway County",29,147,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Mi, Oregon County",29,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Osage County",29,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Ozark County",29,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Pemiscot County",29,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Perry County",29,157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Pettis County",29,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mi, Phelps County",29,161,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
"Mi, Pike County",29,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Platte County",29,165,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"Mi, Polk County",29,167,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Pulaski County",29,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Putnam County",29,171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Mi, Ralls County",29,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Randolph County",29,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Ray County",29,177,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Reynolds County",29,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Ripley County",29,181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, St. Charles County",29,183,1,4,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
"Mi, St. Clair County",29,185,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Mi, Ste. Genevieve County",29,186,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Mi, St. Francois County",29,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Mi, St. Louis County",29,189,4,3,2,1,1,1,2,1,1,3,1,1,1,3,1,0,4,2
"Mi, Saline County",29,195,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Schuyler County",29,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Scotland County",29,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Scott County",29,201,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Shannon County",29,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Shelby County",29,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Stoddard County",29,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Stone County",29,209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Sullivan County",29,211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Taney County",29,213,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mi, Texas County",29,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Vernon County",29,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Mi, Warren County",29,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Washington County",29,221,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Mi, Wayne County",29,223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Webster County",29,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Worth County",29,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, Wright County",29,229,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Mi, St. Louis city",29,510,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0
"Mo, Beaverhead County",30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Mo, Big Horn County",30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mo, Blaine County",30,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Mo, Broadwater County",30,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Mo, Carbon County",30,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"Mo, Carter County",30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Cascade County",30,13,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0
"Mo, Chouteau County",30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Custer County",30,17,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Mo, Daniels County",30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mo, Dawson County",30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Deer Lodge County",30,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Mo, Fallon County",30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Fergus County",30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Mo, Flathead County",30,29,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,2,2
"Mo, Gallatin County",30,31,0,0,0,0,0,0,1,4,1,0,3,1,2,1,0,2,2,0
"Mo, Garfield County",30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Glacier County",30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Golden Valley County",30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Granite County",30,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Hill County",30,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Jefferson County",30,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mo, Judith Basin County",30,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Lake County",30,47,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0
"Mo, Lewis and Clark County",30,49,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
"Mo, Liberty County",30,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Lincoln County",30,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
"Mo, McCone County",30,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Madison County",30,57,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"Mo, Meagher County",30,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Mineral County",30,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Missoula County",30,63,0,0,0,0,0,0,0,2,0,0,2,1,2,0,0,0,2,0
"Mo, Musselshell County",30,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Mo, Park County",30,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Mo, Petroleum County",30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Phillips County",30,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Pondera County",30,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Powder River County",30,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Powell County",30,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Mo, Prairie County",30,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Ravalli County",30,81,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"Mo, Richland County",30,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Roosevelt County",30,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Rosebud County",30,87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Mo, Sanders County",30,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mo, Sheridan County",30,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Silver Bow County",30,93,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Mo, Stillwater County",30,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Sweet Grass County",30,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mo, Teton County",30,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Toole County",30,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Treasure County",30,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Valley County",30,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Wheatland County",30,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Wibaux County",30,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mo, Yellowstone County",30,111,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,2,0,1
"Ne, Adams County",31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Ne, Antelope County",31,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ne, Arthur County",31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Banner County",31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Blaine County",31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Boone County",31,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ne, Box Butte County",31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Boyd County",31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Brown County",31,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Buffalo County",31,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ne, Burt County",31,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Butler County",31,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ne, Cass County",31,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Ne, Cedar County",31,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Ne, Chase County",31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Cherry County",31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Cheyenne County",31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Clay County",31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Colfax County",31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Cuming County",31,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Ne, Custer County",31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Dakota County",31,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Ne, Dawes County",31,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ne, Dawson County",31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Deuel County",31,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ne, Dixon County",31,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Dodge County",31,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ne, Douglas County",31,55,1,3,1,1,0,3,1,5,2,3,3,6,2,3,3,6,4,2
"Ne, Dundy County",31,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Fillmore County",31,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Franklin County",31,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Frontier County",31,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Furnas County",31,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Gage County",31,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ne, Garden County",31,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Garfield County",31,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Gosper County",31,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Grant County",31,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Greeley County",31,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Hall County",31,79,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Ne, Hamilton County",31,81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ne, Harlan County",31,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Hayes County",31,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Hitchcock County",31,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Holt County",31,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Hooker County",31,91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ne, Howard County",31,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Jefferson County",31,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Johnson County",31,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Kearney County",31,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ne, Keith County",31,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Keya Paha County",31,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Kimball County",31,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Knox County",31,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Lancaster County",31,109,1,1,1,0,2,2,2,0,1,3,4,6,3,2,2,1,1,6
"Ne, Lincoln County",31,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Logan County",31,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Loup County",31,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, McPherson County",31,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Madison County",31,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ne, Merrick County",31,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Morrill County",31,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Nance County",31,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Nemaha County",31,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Nuckolls County",31,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Otoe County",31,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ne, Pawnee County",31,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ne, Perkins County",31,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Phelps County",31,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Pierce County",31,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Platte County",31,141,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ne, Polk County",31,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ne, Red Willow County",31,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Richardson County",31,147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ne, Rock County",31,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Saline County",31,151,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Ne, Sarpy County",31,153,1,1,0,0,0,3,0,0,0,1,0,1,2,2,1,4,1,3
"Ne, Saunders County",31,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Scotts Bluff County",31,157,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Seward County",31,159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ne, Sheridan County",31,161,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Ne, Sherman County",31,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Sioux County",31,165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ne, Stanton County",31,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Thayer County",31,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Thomas County",31,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Thurston County",31,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Valley County",31,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Washington County",31,177,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"Ne, Wayne County",31,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Webster County",31,181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ne, Wheeler County",31,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, York County",31,185,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Ne, Churchill County",32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Clark County",32,3,3,1,3,1,0,1,9,3,4,1,3,3,7,3,5,12,12,9
"Ne, Douglas County",32,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Ne, Elko County",32,7,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0
"Ne, Esmeralda County",32,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Ne, Eureka County",32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Humboldt County",32,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Ne, Lander County",32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Lincoln County",32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Lyon County",32,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"Ne, Mineral County",32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Nye County",32,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Ne, Pershing County",32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ne, Storey County",32,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Ne, Washoe County",32,31,0,1,0,0,1,2,6,8,6,1,1,2,3,1,2,2,1,3
"Ne, White Pine County",32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ne, Carson City",32,510,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0
"Ne, Belknap County",33,1,9,6,6,11,2,10,6,22,20,34,42,29,47,25,20,36,61,41
"Ne, Carroll County",33,3,1,9,2,9,4,5,19,16,18,35,53,48,60,14,12,35,68,73
"Ne, Cheshire County",33,5,0,5,7,3,6,12,13,36,34,29,61,43,72,40,30,33,52,38
"Ne, Coos County",33,7,3,1,1,2,4,4,3,2,3,5,10,5,2,4,2,7,8,5
"Ne, Grafton County",33,9,5,2,10,6,5,7,14,18,19,45,40,42,78,26,27,41,64,81
"Ne, Hillsborough County",33,11,19,36,37,38,75,151,218,449,438,423,386,425,499,136,123,215,374,395
"Ne, Merrimack County",33,13,11,13,10,16,9,28,45,104,89,109,107,126,147,92,83,117,220,190
"Ne, Rockingham County",33,15,59,115,78,103,129,310,395,671,582,500,422,546,523,222,142,257,317,351
"Ne, Strafford County",33,17,21,73,35,37,31,88,180,262,191,137,156,171,212,86,65,100,113,170
"Ne, Sullivan County",33,19,1,1,4,1,0,2,3,14,21,22,22,15,39,29,12,11,41,33
"Ne, Atlantic County",34,1,62,74,129,156,137,98,160,123,137,124,123,97,67,101,114,93,66,75
"Ne, Bergen County",34,3,40,127,122,86,163,118,157,174,281,166,221,183,241,212,275,279,303,232
"Ne, Burlington County",34,5,6,20,92,132,158,109,174,278,406,246,233,260,211,196,258,280,227,186
"Ne, Camden County",34,7,4,12,19,43,54,5,2,2,6,9,89,88,129,113,138,123,159,157
"Ne, Cape May County",34,9,8,7,40,46,39,20,38,36,40,27,43,41,26,12,27,19,22,31
"Ne, Cumberland County",34,11,18,17,72,62,90,71,164,98,195,97,84,88,60,60,86,98,99,81
"Ne, Essex County",34,13,37,84,93,86,111,59,91,122,209,146,147,121,131,114,165,158,207,167
"Ne, Gloucester County",34,15,44,55,76,111,200,101,7,100,149,112,134,138,101,124,128,119,124,109
"Ne, Hudson County",34,17,6,9,13,10,12,4,16,17,59,40,28,26,49,44,54,50,72,26
"Ne, Hunterdon County",34,19,492,412,403,326,366,273,256,379,444,323,440,207,225,89,456,210,444,335
"Ne, Mercer County",34,21,32,32,68,112,225,150,206,234,253,158,217,141,141,143,249,262,222,165
"Ne, Middlesex County",34,23,81,134,89,66,81,53,73,54,182,134,221,158,160,220,288,303,321,154
"Ne, Monmouth County",34,25,168,167,211,242,272,285,278,259,409,336,356,337,372,439,530,492,550,506
"Ne, Morris County",34,27,416,398,440,339,524,292,330,404,640,479,478,401,558,408,572,539,649,472
"Ne, Ocean County",34,29,105,126,166,220,182,149,203,149,189,249,222,204,210,232,290,274,302,290
"Ne, Passaic County",34,31,21,35,65,78,66,46,91,156,253,177,173,172,180,190,244,204,165,149
"Ne, Salem County",34,33,29,21,26,22,33,9,56,44,45,30,65,53,52,19,37,32,45,58
"Ne, Somerset County",34,35,128,128,148,146,162,134,149,153,256,204,171,251,215,144,258,216,280,225
"Ne, Sussex County",34,37,155,262,336,219,246,270,354,353,434,399,442,335,347,258,309,260,331,246
"Ne, Union County",34,39,16,33,39,61,24,25,55,67,88,67,89,76,78,59,107,95,110,92
"Ne, Warren County",34,41,149,195,240,135,217,159,267,257,292,188,282,196,213,108,269,243,393,244
