county,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Co, Fremont County",8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Garfield County",8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Gilpin County",8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Grand County",8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Gunnison County",8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Hinsdale County",8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Huerfano County",8,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Jackson County",8,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Jefferson County",8,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Co, Kiowa County",8,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Kit Carson County",8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Lake County",8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, La Plata County",8,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Co, Larimer County",8,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Las Animas County",8,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Co, Lincoln County",8,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Logan County",8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Mesa County",8,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Mineral County",8,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Moffat County",8,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Montezuma County",8,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Montrose County",8,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Morgan County",8,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Otero County",8,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Ouray County",8,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Park County",8,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Phillips County",8,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Pitkin County",8,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Prowers County",8,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Pueblo County",8,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Rio Blanco County",8,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Rio Grande County",8,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Routt County",8,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Saguache County",8,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, San Juan County",8,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, San Miguel County",8,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Sedgwick County",8,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Summit County",8,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Teller County",8,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Washington County",8,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Weld County",8,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Co, Yuma County",8,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Co, Fairfield County",9,1,1146,1313,335,330,426,355,434,530,698,331,305,225,443,437,427,310,418,289
"Co, Hartford County",9,3,269,293,59,73,96,132,216,291,312,187,167,143,288,291,335,229,282,217
"Co, Litchfield County",9,5,376,677,276,283,299,357,358,172,213,88,118,67,187,168,202,127,221,130
"Co, Middlesex County",9,7,163,214,83,47,118,105,157,195,196,125,109,93,181,155,241,158,163,200
"Co, New Haven County",9,9,479,538,71,102,175,152,377,393,460,240,249,213,388,459,474,351,375,333
"Co, New London County",9,11,448,641,170,181,312,317,407,286,579,340,314,263,402,406,421,250,269,387
"Co, Tolland County",9,13,219,332,121,98,138,191,227,273,297,161,217,129,255,233,211,155,133,138
"Co, Windham County",9,15,375,488,236,187,189,147,178,121,275,148,128,122,184,162,197,148,122,149
"De, Kent County",10,1,22,33,33,148,177,114,155,119,181,127,133,110,78,76,58,74,105,75
"De, New Castle County",10,3,102,132,128,105,312,285,441,519,622,396,552,398,299,259,283,269,312,285
"De, Sussex County",10,5,28,29,51,20,107,67,92,104,160,96,154,123,103,50,58,104,146,127
"Di, District of Columbia",11,1,17,25,14,16,10,62,116,74,61,42,0,0,35,40,121,103,84,79
"Fl, Alachua County",12,1,0,0,0,6,0,0,1,3,1,1,2,3,0,0,4,3,1,0
"Fl, Baker County",12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Fl, Bay County",12,5,0,1,0,0,0,0,0,0,1,0,1,0,4,2,1,2,2,0
"Fl, Bradford County",12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fl, Brevard County",12,9,1,1,1,2,0,0,0,3,1,3,4,2,7,4,3,8,4,9
"Fl, Broward County",12,11,0,0,0,0,1,1,1,1,4,3,3,2,1,1,9,17,12,5
"Fl, Calhoun County",12,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Fl, Charlotte County",12,15,0,2,2,1,3,0,2,0,0,2,1,0,0,4,0,6,0,0
"Fl, Citrus County",12,17,1,5,2,0,1,0,0,0,4,2,3,3,1,0,2,0,2,2
"Fl, Clay County",12,19,0,0,0,1,0,0,0,0,0,0,0,1,2,3,0,4,0,0
"Fl, Collier County",12,21,1,1,1,0,1,0,0,0,0,1,1,5,6,2,7,9,5,6
"Fl, Columbia County",12,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0
"Fl, DeSoto County",12,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"Fl, Dixie County",12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Fl, Duval County",12,31,1,3,0,2,0,1,0,3,1,4,3,2,1,1,4,8,3,5
"Fl, Escambia County",12,33,0,3,0,0,1,0,0,3,1,1,0,0,6,2,2,1,0,1
"Fl, Flagler County",12,35,0,1,0,0,0,0,0,3,1,1,4,3,1,3,0,0,0,1
"Fl, Franklin County",12,37,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
"Fl, Gadsden County",12,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"Fl, Gilchrist County",12,41,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Fl, Glades County",12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Fl, Gulf County",12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Fl, Hamilton County",12,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fl, Hardee County",12,49,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"Fl, Hendry County",12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fl, Hernando County",12,53,0,0,0,0,0,0,2,2,1,1,0,0,0,0,2,1,2,0
"Fl, Highlands County",12,55,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,0
"Fl, Hillsborough County",12,57,3,2,3,1,7,2,1,2,11,4,7,9,11,11,12,7,12,7
"Fl, Holmes County",12,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Fl, Indian River County",12,61,1,2,1,4,0,1,0,3,3,1,0,2,3,6,3,7,3,2
"Fl, Jackson County",12,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fl, Jefferson County",12,65,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Fl, Lafayette County",12,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fl, Lake County",12,69,1,1,2,1,0,0,0,0,0,1,1,3,0,3,6,2,3,6
"Fl, Lee County",12,71,1,1,1,2,2,3,3,3,11,8,9,8,13,7,17,20,9,11
"Fl, Leon County",12,73,0,3,0,0,0,0,0,0,0,0,3,1,2,0,2,1,3,1
"Fl, Levy County",12,75,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
"Fl, Liberty County",12,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fl, Madison County",12,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fl, Manatee County",12,81,0,3,0,0,3,0,2,3,4,0,4,2,6,1,5,7,12,4
"Fl, Marion County",12,83,0,1,1,0,2,0,1,5,2,5,7,4,3,3,8,11,11,7
"Fl, Martin County",12,85,0,0,0,2,2,2,4,2,4,4,2,1,1,6,5,6,9,3
"Fl, Miami-Dade County",12,86,6,3,6,5,1,0,0,7,8,6,5,13,8,16,10,7,21,8
"Fl, Monroe County",12,87,1,2,0,0,1,0,0,1,0,1,0,0,2,1,0,4,2,1
"Fl, Nassau County",12,89,0,3,3,0,1,0,0,0,1,0,1,0,1,1,1,2,1,3
"Fl, Okaloosa County",12,91,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,4,7,6
"Fl, Okeechobee County",12,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Fl, Orange County",12,95,3,5,1,3,0,2,2,3,6,4,3,3,4,2,7,5,8,5
"Fl, Osceola County",12,97,0,1,0,0,1,3,0,0,0,1,0,1,3,0,2,3,6,6
"Fl, Palm Beach County",12,99,6,7,5,3,5,5,4,8,8,1,16,4,6,14,10,0,15,15
"Fl, Pasco County",12,101,0,8,0,2,0,0,0,0,5,4,4,3,2,6,6,7,4,5
"Fl, Pinellas County",12,103,5,10,6,4,4,3,4,8,6,4,9,6,7,5,4,16,17,12
"Fl, Polk County",12,105,0,1,1,0,0,0,0,4,4,1,3,3,1,6,8,11,6,4
"Fl, Putnam County",12,107,1,0,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0
"Fl, St. Johns County",12,109,1,1,0,0,0,0,1,5,2,1,3,4,4,6,5,4,2,9
"Fl, St. Lucie County",12,111,0,0,0,0,0,2,0,0,2,2,1,7,4,3,1,2,4,3
"Fl, Santa Rosa County",12,113,0,0,0,0,0,0,0,0,2,2,1,0,2,2,1,2,1,2
"Fl, Sarasota County",12,115,4,3,6,3,5,3,0,11,8,3,1,6,11,8,7,10,5,7
"Fl, Seminole County",12,117,0,0,0,0,0,4,0,0,3,1,0,3,4,5,2,2,4,3
"Fl, Sumter County",12,119,0,0,0,0,0,0,0,0,0,1,5,1,3,3,2,4,2,2
"Fl, Suwannee County",12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Fl, Taylor County",12,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fl, Union County",12,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fl, Volusia County",12,127,3,4,0,0,2,1,0,3,2,2,7,6,4,11,5,7,4,4
"Fl, Wakulla County",12,129,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Fl, Walton County",12,131,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
"Fl, Washington County",12,133,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"Ge, Appling County",13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ge, Atkinson County",13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Bacon County",13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Baker County",13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Baldwin County",13,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ge, Banks County",13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Barrow County",13,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ge, Bartow County",13,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ge, Ben Hill County",13,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ge, Berrien County",13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Bibb County",13,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"Ge, Bleckley County",13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Brantley County",13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Brooks County",13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Bryan County",13,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ge, Bulloch County",13,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ge, Burke County",13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Butts County",13,35,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Ge, Calhoun County",13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Camden County",13,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ge, Candler County",13,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Carroll County",13,45,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Ge, Catoosa County",13,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Ge, Charlton County",13,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Chatham County",13,51,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,1,1
"Ge, Chattahoochee County",13,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Chattooga County",13,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Cherokee County",13,57,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"Ge, Clarke County",13,59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ge, Clay County",13,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Clayton County",13,63,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ge, Clinch County",13,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Cobb County",13,67,0,1,1,2,2,0,2,2,1,1,5,2,0,0,0,0,0,4
"Ge, Coffee County",13,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Colquitt County",13,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Columbia County",13,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Ge, Cook County",13,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Coweta County",13,77,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Ge, Crawford County",13,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ge, Crisp County",13,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Dade County",13,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Dawson County",13,85,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Decatur County",13,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Ge, DeKalb County",13,89,0,0,1,1,0,1,1,2,3,1,3,0,0,0,0,0,1,0
"Ge, Dodge County",13,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Dooly County",13,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Dougherty County",13,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ge, Douglas County",13,97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ge, Early County",13,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ge, Echols County",13,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Effingham County",13,103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Ge, Elbert County",13,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Emanuel County",13,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ge, Evans County",13,109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ge, Fannin County",13,111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Ge, Fayette County",13,113,0,0,1,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0
"Ge, Floyd County",13,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ge, Forsyth County",13,117,0,1,0,0,0,0,2,0,1,1,1,2,0,1,0,0,0,1
"Ge, Franklin County",13,119,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Ge, Fulton County",13,121,0,0,1,0,0,2,1,1,6,1,2,1,1,0,0,0,0,0
"Ge, Gilmer County",13,123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ge, Glascock County",13,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Glynn County",13,127,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ge, Gordon County",13,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Grady County",13,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Greene County",13,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Gwinnett County",13,135,0,0,0,0,0,0,0,3,3,1,1,2,2,1,1,0,0,2
"Ge, Habersham County",13,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Hall County",13,139,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,1
"Ge, Hancock County",13,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Haralson County",13,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Harris County",13,145,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"Ge, Hart County",13,147,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Heard County",13,149,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Ge, Henry County",13,151,0,0,1,0,0,0,0,2,6,2,0,1,1,0,0,0,0,0
"Ge, Houston County",13,153,0,0,0,0,0,0,0,1,2,0,4,1,0,0,0,0,0,0
"Ge, Irwin County",13,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Jackson County",13,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Jasper County",13,159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Ge, Jeff Davis County",13,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Jefferson County",13,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Jenkins County",13,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Johnson County",13,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Jones County",13,169,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Ge, Lamar County",13,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Lanier County",13,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Laurens County",13,175,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2
"Ge, Lee County",13,177,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ge, Liberty County",13,179,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ge, Lincoln County",13,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Long County",13,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Lowndes County",13,185,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Ge, Lumpkin County",13,187,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, McDuffie County",13,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, McIntosh County",13,191,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ge, Macon County",13,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Madison County",13,195,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ge, Marion County",13,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Meriwether County",13,199,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ge, Miller County",13,201,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ge, Mitchell County",13,205,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ge, Monroe County",13,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Montgomery County",13,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Morgan County",13,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Murray County",13,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Muscogee County",13,215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Ge, Newton County",13,217,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,1,1
"Ge, Oconee County",13,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Oglethorpe County",13,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Paulding County",13,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Ge, Peach County",13,225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ge, Pickens County",13,227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Ge, Pierce County",13,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Pike County",13,231,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ge, Polk County",13,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Pulaski County",13,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Putnam County",13,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Quitman County",13,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Rabun County",13,241,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ge, Randolph County",13,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Richmond County",13,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Rockdale County",13,247,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
"Ge, Schley County",13,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Screven County",13,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Seminole County",13,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Spalding County",13,255,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"Ge, Stephens County",13,257,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Stewart County",13,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Sumter County",13,261,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
"Ge, Talbot County",13,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Taliaferro County",13,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Tattnall County",13,267,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ge, Taylor County",13,269,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ge, Telfair County",13,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Terrell County",13,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Thomas County",13,275,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ge, Tift County",13,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Toombs County",13,279,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ge, Towns County",13,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Treutlen County",13,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Troup County",13,285,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"Ge, Turner County",13,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Twiggs County",13,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Union County",13,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Upson County",13,293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Ge, Walker County",13,295,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
"Ge, Walton County",13,297,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Ge, Ware County",13,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Warren County",13,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Washington County",13,303,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ge, Wayne County",13,305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Webster County",13,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ge, Wheeler County",13,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
