,County,State,State Abbreviation,Avg Temperature (F),Year
52342,La Salle County,Texas,TX,85.2,2017
52343,Lavaca County,Texas,TX,83.5,2017
52344,Lee County,Texas,TX,82.9,2017
52345,Leon County,Texas,TX,81.0,2017
52346,Liberty County,Texas,TX,81.6,2017
52347,Limestone County,Texas,TX,81.6,2017
52348,Lipscomb County,Texas,TX,76.3,2017
52349,Live Oak County,Texas,TX,84.1,2017
52350,Llano County,Texas,TX,81.6,2017
52351,Loving County,Texas,TX,80.3,2017
52352,Lubbock County,Texas,TX,75.9,2017
52353,Lynn County,Texas,TX,77.1,2017
52354,McCulloch County,Texas,TX,79.9,2017
52355,McLennan County,Texas,TX,82.1,2017
52356,McMullen County,Texas,TX,84.6,2017
52357,Madison County,Texas,TX,81.3,2017
52358,Marion County,Texas,TX,79.5,2017
52359,Martin County,Texas,TX,79.3,2017
52360,Mason County,Texas,TX,80.3,2017
52361,Matagorda County,Texas,TX,82.5,2017
52362,Maverick County,Texas,TX,84.8,2017
52363,Medina County,Texas,TX,84.1,2017
52364,Menard County,Texas,TX,79.0,2017
52365,Midland County,Texas,TX,80.3,2017
52366,Milam County,Texas,TX,82.5,2017
52367,Mills County,Texas,TX,80.9,2017
52368,Mitchell County,Texas,TX,79.8,2017
52369,Montague County,Texas,TX,79.9,2017
52370,Montgomery County,Texas,TX,82.4,2017
52371,Moore County,Texas,TX,74.7,2017
52372,Morris County,Texas,TX,79.1,2017
52373,Motley County,Texas,TX,78.0,2017
52374,Nacogdoches County,Texas,TX,79.9,2017
52375,Navarro County,Texas,TX,82.1,2017
52376,Newton County,Texas,TX,80.1,2017
52377,Nolan County,Texas,TX,79.1,2017
52378,Nueces County,Texas,TX,84.7,2017
52379,Ochiltree County,Texas,TX,76.5,2017
52380,Oldham County,Texas,TX,74.2,2017
52381,Orange County,Texas,TX,81.0,2017
52382,Palo Pinto County,Texas,TX,80.8,2017
52383,Panola County,Texas,TX,79.9,2017
52384,Parker County,Texas,TX,80.6,2017
52385,Parmer County,Texas,TX,73.3,2017
52386,Pecos County,Texas,TX,78.4,2017
52387,Polk County,Texas,TX,80.4,2017
52388,Potter County,Texas,TX,75.2,2017
52389,Presidio County,Texas,TX,77.7,2017
52390,Rains County,Texas,TX,80.4,2017
52391,Randall County,Texas,TX,74.1,2017
52392,Reagan County,Texas,TX,79.7,2017
52393,Real County,Texas,TX,80.6,2017
52394,Red River County,Texas,TX,79.6,2017
52395,Reeves County,Texas,TX,79.7,2017
52396,Refugio County,Texas,TX,84.0,2017
52397,Roberts County,Texas,TX,76.5,2017
52398,Robertson County,Texas,TX,81.7,2017
52399,Rockwall County,Texas,TX,81.0,2017
52400,Runnels County,Texas,TX,79.6,2017
52401,Rusk County,Texas,TX,79.8,2017
52402,Sabine County,Texas,TX,79.8,2017
52403,San Augustine County,Texas,TX,79.8,2017
52404,San Jacinto County,Texas,TX,81.2,2017
52405,San Patricio County,Texas,TX,84.4,2017
52406,San Saba County,Texas,TX,80.8,2017
52407,Schleicher County,Texas,TX,78.8,2017
52408,Scurry County,Texas,TX,79.0,2017
52409,Shackelford County,Texas,TX,80.6,2017
52410,Shelby County,Texas,TX,79.4,2017
52411,Sherman County,Texas,TX,74.1,2017
52412,Smith County,Texas,TX,80.2,2017
52413,Somervell County,Texas,TX,81.1,2017
52414,Starr County,Texas,TX,87.2,2017
52415,Stephens County,Texas,TX,80.4,2017
52416,Sterling County,Texas,TX,79.6,2017
52417,Stonewall County,Texas,TX,80.8,2017
52418,Sutton County,Texas,TX,79.3,2017
52419,Swisher County,Texas,TX,74.1,2017
52420,Tarrant County,Texas,TX,81.9,2017
52421,Taylor County,Texas,TX,79.1,2017
52422,Terrell County,Texas,TX,80.6,2017
52423,Terry County,Texas,TX,76.2,2017
52424,Throckmorton County,Texas,TX,80.5,2017
52425,Titus County,Texas,TX,79.6,2017
52426,Tom Green County,Texas,TX,80.0,2017
52427,Travis County,Texas,TX,82.6,2017
52428,Trinity County,Texas,TX,80.5,2017
52429,Tyler County,Texas,TX,80.2,2017
52430,Upshur County,Texas,TX,79.5,2017
52431,Upton County,Texas,TX,80.3,2017
52432,Uvalde County,Texas,TX,83.7,2017
52433,Val Verde County,Texas,TX,82.5,2017
52434,Van Zandt County,Texas,TX,80.5,2017
52435,Victoria County,Texas,TX,83.4,2017
52436,Walker County,Texas,TX,81.3,2017
52437,Waller County,Texas,TX,83.0,2017
52438,Ward County,Texas,TX,81.1,2017
52439,Washington County,Texas,TX,82.7,2017
52440,Webb County,Texas,TX,85.6,2017
52441,Wharton County,Texas,TX,83.3,2017
52442,Wheeler County,Texas,TX,76.8,2017
52443,Wichita County,Texas,TX,80.3,2017
52444,Wilbarger County,Texas,TX,80.6,2017
52445,Willacy County,Texas,TX,85.5,2017
52446,Williamson County,Texas,TX,82.4,2017
52447,Wilson County,Texas,TX,82.8,2017
52448,Winkler County,Texas,TX,80.0,2017
52449,Wise County,Texas,TX,80.4,2017
52450,Wood County,Texas,TX,80.0,2017
52451,Yoakum County,Texas,TX,75.2,2017
52452,Young County,Texas,TX,80.3,2017
52453,Zapata County,Texas,TX,87.1,2017
52454,Zavala County,Texas,TX,85.1,2017
52455,Beaver County,Utah,UT,69.3,2017
52456,Box Elder County,Utah,UT,70.1,2017
52457,Cache County,Utah,UT,64.2,2017
52458,Carbon County,Utah,UT,64.8,2017
52459,Daggett County,Utah,UT,60.6,2017
52460,Davis County,Utah,UT,71.1,2017
52461,Duchesne County,Utah,UT,61.7,2017
52462,Emery County,Utah,UT,71.1,2017
52463,Garfield County,Utah,UT,67.9,2017
52464,Grand County,Utah,UT,72.5,2017
52465,Iron County,Utah,UT,67.9,2017
52466,Juab County,Utah,UT,71.3,2017
52467,Kane County,Utah,UT,71.8,2017
52468,Millard County,Utah,UT,71.8,2017
52469,Morgan County,Utah,UT,64.6,2017
52470,Piute County,Utah,UT,61.9,2017
52471,Rich County,Utah,UT,60.4,2017
52472,Salt Lake County,Utah,UT,70.3,2017
52473,San Juan County,Utah,UT,73.2,2017
52474,Sanpete County,Utah,UT,63.5,2017
52475,Sevier County,Utah,UT,63.4,2017
52476,Summit County,Utah,UT,57.4,2017
52477,Tooele County,Utah,UT,72.3,2017
52478,Uintah County,Utah,UT,67.5,2017
52479,Utah County,Utah,UT,67.1,2017
52480,Wasatch County,Utah,UT,60.1,2017
52481,Washington County,Utah,UT,74.6,2017
52482,Wayne County,Utah,UT,71.2,2017
52483,Weber County,Utah,UT,67.1,2017
52484,Addison County,Vermont,VT,64.4,2017
52485,Bennington County,Vermont,VT,62.4,2017
52486,Caledonia County,Vermont,VT,61.7,2017
52487,Chittenden County,Vermont,VT,65.4,2017
52488,Essex County,Vermont,VT,61.7,2017
52489,Franklin County,Vermont,VT,64.8,2017
52490,Grand Isle County,Vermont,VT,67.1,2017
52491,Lamoille County,Vermont,VT,61.9,2017
52492,Orange County,Vermont,VT,62.9,2017
52493,Orleans County,Vermont,VT,62.1,2017
52494,Rutland County,Vermont,VT,63.3,2017
52495,Washington County,Vermont,VT,62.0,2017
52496,Windham County,Vermont,VT,63.9,2017
52497,Windsor County,Vermont,VT,63.7,2017
52498,Accomack County,Virginia,VA,75.6,2017
52499,Albemarle County,Virginia,VA,73.3,2017
52500,Alleghany County,Virginia,VA,68.8,2017
52501,Amelia County,Virginia,VA,74.5,2017
52502,Amherst County,Virginia,VA,71.9,2017
52503,Appomattox County,Virginia,VA,73.7,2017
52504,Arlington County,Virginia,VA,74.2,2017
52505,Augusta County,Virginia,VA,69.0,2017
52506,Bath County,Virginia,VA,68.3,2017
52507,Bedford County,Virginia,VA,72.5,2017
52508,Bland County,Virginia,VA,66.2,2017
52509,Botetourt County,Virginia,VA,71.0,2017
52510,Brunswick County,Virginia,VA,75.4,2017
52511,Buchanan County,Virginia,VA,69.9,2017
52512,Buckingham County,Virginia,VA,74.1,2017
52513,Campbell County,Virginia,VA,73.3,2017
52514,Caroline County,Virginia,VA,74.4,2017
52515,Carroll County,Virginia,VA,67.9,2017
52516,Charles City County,Virginia,VA,76.5,2017
52517,Charlotte County,Virginia,VA,74.0,2017
52518,Chesterfield County,Virginia,VA,75.0,2017
52519,Clarke County,Virginia,VA,70.7,2017
52520,Craig County,Virginia,VA,68.7,2017
52521,Culpeper County,Virginia,VA,72.9,2017
52522,Cumberland County,Virginia,VA,74.5,2017
52523,Dickenson County,Virginia,VA,69.6,2017
52524,Dinwiddie County,Virginia,VA,74.9,2017
52525,Essex County,Virginia,VA,75.7,2017
52526,Fairfax County,Virginia,VA,73.7,2017
52527,Fauquier County,Virginia,VA,72.0,2017
52528,Floyd County,Virginia,VA,67.2,2017
52529,Fluvanna County,Virginia,VA,73.9,2017
52530,Franklin County,Virginia,VA,72.3,2017
52531,Frederick County,Virginia,VA,70.1,2017
52532,Giles County,Virginia,VA,67.4,2017
52533,Gloucester County,Virginia,VA,76.9,2017
