county,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,lat,lon,FIPS
"NJ, Ocean",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,,39.86585,-74.263027,34029
"NJ, Passaic",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,41.033763,-74.300308,34031
"NJ, Salem",0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.573828,-75.357356,34033
"NJ, Somerset",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,40.565522,-74.61993,34035
"NJ, Sussex",0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,41.137424,-74.691855,34037
"NJ, Union",3.0,0.0,5.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,40.659871,-74.308696,34039
"NJ, Warren",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,40.853524,-75.009542,34041
"NM, Bernalillo",,0.0,35.0,17.0,3.0,0.0,10.0,1.0,,1.0,,12.0,6.0,1.0,2.0,2.0,19.0,0.0,6.0,2.0,35.054002,-106.669065,35001
"NM, Catron",,,0.0,,0.0,,,,,,,,,,,,,,0.0,,33.901814,-108.392097,35003
"NM, Chaves",,0.0,8.0,1.0,2.0,0.0,4.0,1.0,0.0,2.0,,0.0,5.0,,1.0,,,0.0,,,33.361605,-104.469837,35005
"NM, Cibola",,,2.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,,,,,,,1.0,,34.93205,-108.000255,35006
"NM, Colfax",,0.0,6.0,,1.0,0.0,,,0.0,,,,,1.0,,,,,,,36.612963,-104.640126,35007
"NM, Curry",,0.0,25.0,4.0,1.0,,2.0,,0.0,4.0,,2.0,5.0,1.0,,0.0,,,,1.0,34.572984,-103.346055,35009
"NM, De Baca",,0.0,2.0,,,,,,,,,,1.0,1.0,,,,,,,34.351429,-104.401527,35011
"NM, Dona Ana",,0.0,9.0,7.0,10.0,3.0,14.0,2.0,2.0,8.0,1.0,11.0,2.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,32.350912,-106.832182,35013
"NM, Eddy",,0.0,2.0,2.0,0.0,,1.0,,1.0,1.0,,,0.0,,1.0,,,1.0,,,32.457858,-104.306471,35015
"NM, Grant",,,0.0,1.0,0.0,,1.0,,0.0,,,,,1.0,,,,,,,32.732087,-108.381504,35017
"NM, Guadalupe",,,1.0,,,,,,,,,,,,,,,0.0,,,34.869782,-104.784968,35019
"NM, Harding",,0.0,0.0,,,,,,,,,,,1.0,,,,,,,35.863152,-103.829931,35021
"NM, Hidalgo",,,,0.0,,,,,,,,,,,,,,,,,31.899658,-108.745729,35023
"NM, Lea",,0.0,5.0,1.0,2.0,,,,1.0,0.0,,3.0,5.0,3.0,,,,,1.0,,32.795687,-103.413271,35025
"NM, Lincoln",,,0.0,,,,,,0.0,,,,,,,,,,,,33.740941,-105.449083,35027
"NM, Los Alamos",,,1.0,,,,,,,,,,,,,,,,,,35.870047,-106.307968,35028
"NM, Luna",,,0.0,0.0,1.0,0.0,0.0,1.0,,,,,2.0,,,,,1.0,0.0,,32.184482,-107.746639,35029
"NM, Mckinley",,,0.0,3.0,,,2.0,0.0,,1.0,,,,,,1.0,,,,,35.573732,-108.255307,35031
"NM, Mora",,,0.0,,,,0.0,,0.0,,,,,0.0,,,,,,,35.982841,-104.921898,35033
"NM, Otero",,,1.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,0.0,,,,,32.588776,-105.781079,35035
"NM, Quay",,0.0,5.0,2.0,1.0,,,,2.0,,,,1.0,3.0,1.0,,1.0,1.0,,,35.107018,-103.548071,35037
"NM, Rio Arriba",,,21.0,1.0,,,2.0,,1.0,,1.0,2.0,,,,1.0,,,1.0,,36.509669,-106.693983,35039
"NM, Roosevelt",,0.0,5.0,1.0,,1.0,1.0,0.0,1.0,1.0,,3.0,3.0,1.0,,,1.0,,,,34.021457,-103.482725,35041
"NM, San Juan",,,17.0,34.0,3.0,4.0,14.0,1.0,0.0,6.0,2.0,5.0,5.0,1.0,1.0,,6.0,1.0,16.0,1.0,36.511625,-108.324578,35045
"NM, San Miguel",,0.0,7.0,,,,,,,,,1.0,,,,,,,,,35.476876,-104.803515,35047
"NM, Sandoval",,0.0,19.0,7.0,5.0,,0.0,,,,,4.0,,6.0,,,2.0,,3.0,,35.685073,-106.882618,35043
"NM, Santa Fe",,,12.0,3.0,0.0,0.0,3.0,,,1.0,,1.0,,,2.0,,,0.0,2.0,1.0,35.513722,-105.966441,35049
"NM, Sierra",,,0.0,0.0,,,2.0,,,,,,,,,,,,,,33.119479,-107.188161,35051
"NM, Socorro",,0.0,4.0,0.0,1.0,,1.0,,,,,0.0,,,,,,,1.0,,33.991614,-106.939003,35053
"NM, Taos",,,4.0,2.0,,,,,,,,,,,0.0,,,,3.0,1.0,36.576529,-105.637987,35055
"NM, Torrance",,,6.0,,,,1.0,,,,,,,,,,,1.0,,,34.634644,-105.846836,35057
"NM, Union",,0.0,1.0,,,,,,,0.0,,,1.0,,,,,,,,36.488085,-103.475723,35059
"NM, Valencia",,,11.0,2.0,3.0,,2.0,2.0,0.0,,0.0,2.0,2.0,1.0,2.0,1.0,1.0,,3.0,,34.71684,-106.806582,35061
"NV, Carson City",,,,1.0,0.0,8.0,,0.0,,,,,0.0,0.0,,,5.0,1.0,,,39.153447,-119.743442,32510
"NV, Churchill",,,,15.0,3.0,12.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,7.0,10.0,2.0,1.0,,39.525701,-118.270419,32001
"NV, Clark",,,,23.0,8.0,3.0,3.0,13.0,12.0,,11.0,8.0,9.0,2.0,1.0,2.0,3.0,0.0,43.0,1.0,36.214236,-115.013819,32003
"NV, Douglas",,,,1.0,3.0,18.0,0.0,1.0,0.0,0.0,0.0,,1.0,,1.0,3.0,7.0,2.0,,,38.905129,-119.609019,32005
"NV, Elko",,,,0.0,0.0,23.0,2.0,1.0,,,,,0.0,0.0,1.0,0.0,2.0,,,,41.141133,-115.351424,32007
"NV, Eureka",,,,0.0,,0.0,,,,,,,,,,,,,,,39.977788,-116.272208,32011
"NV, Humboldt",,,,0.0,3.0,14.0,,,,,,,,0.0,,,3.0,,,,41.407914,-118.127592,32013
"NV, Lander",,,,,,2.0,,,,,,,,,,,0.0,,,,39.900211,-117.04724,32015
"NV, Lincoln",,,,,1.0,,,,,,0.0,,,0.0,,0.0,,,,,37.634605,-114.863037,32017
"NV, Lyon",,,,1.0,7.0,17.0,1.0,1.0,,0.0,2.0,,1.0,,0.0,2.0,12.0,2.0,,,39.022214,-119.197417,32019
"NV, Mineral",,,,0.0,1.0,0.0,,,,0.0,,,,0.0,,,0.0,,,,38.516647,-118.416279,32021
"NV, Nye",,,1.0,0.0,3.0,2.0,2.0,,,,,,,0.0,,1.0,0.0,,,,37.966379,-116.459047,32023
"NV, Pershing",,,,0.0,0.0,8.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,40.439639,-118.409477,32027
"NV, Storey",,,,0.0,0.0,,,,,,,,,,,,,,,,39.438385,-119.524646,32029
"NV, Washoe",,,1.0,3.0,2.0,17.0,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,3.0,1.0,25.0,2.0,2.0,,40.703311,-119.710315,32031
"NV, White Pine",,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,39.417804,-114.900945,32033
"NY, Albany",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,,,,2.0,,,42.588271,-73.974014,36001
"NY, Allegany",,0.0,,,,,,,,,,,0.0,,,,,,,,42.247894,-78.026176,36003
"NY, Bronx",0.0,9.0,6.0,0.0,3.0,1.0,2.0,1.0,1.0,7.0,2.0,4.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,40.848711,-73.852939,36005
"NY, Broome",0.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,,,,,,2.0,,,42.161977,-75.830291,36007
"NY, Cattaraugus",0.0,0.0,1.0,0.0,,,,,,,,1.0,0.0,,0.0,,,1.0,0.0,,42.244853,-78.681006,36009
"NY, Cayuga",,0.0,,,,,,,,,,,1.0,,,,,,,,43.008546,-76.574587,36011
"NY, Chautauqua",,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,42.304216,-79.407595,36013
"NY, Chemung",0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,,,42.155281,-76.747179,36015
"NY, Chenango",,0.0,0.0,,,,,,,1.0,,,,,,,,0.0,,,42.489732,-75.604905,36017
"NY, Clinton",,1.0,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,,,44.75271,-73.705648,36019
"NY, Columbia",,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,,,,,,42.247729,-73.626805,36021
"NY, Cortland",,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,42.593824,-76.076265,36023
"NY, Delaware",,0.0,0.0,0.0,,,,,,,,,,,,,,,,,42.193987,-74.966728,36025
"NY, Dutchess",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,,1.0,,1.0,1.0,2.0,,,41.755009,-73.739951,36027
"NY, Erie",0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,42.752759,-78.778192,36029
"NY, Essex",,0.0,0.0,,,,,,,,,,0.0,,,,,,,,44.108971,-73.777573,36031
"NY, Franklin",,0.0,0.0,,,,,,,,,,,,,,,,,,44.594374,-74.31067,36033
"NY, Fulton",,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,,,,,43.115609,-74.423678,36035
"NY, Genesee",,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,1.0,,,43.00091,-78.192778,36037
"NY, Greene",,0.0,1.0,0.0,,,,,0.0,,,1.0,,,,,,2.0,,,42.286951,-74.149495,36039
"NY, Hamilton",,,0.0,,,,,,,,,,,,,,,,,,43.657879,-74.502456,36041
"NY, Herkimer",0.0,0.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,43.461635,-74.894694,36043
"NY, Jefferson",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,43.995371,-76.053522,36045
"NY, Kings",2.0,2.0,8.0,0.0,3.0,0.0,6.0,3.0,1.0,6.0,2.0,12.0,3.0,5.0,12.0,2.0,9.0,7.0,3.0,1.0,40.635133,-73.950777,36047
"NY, Lewis",,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,,,43.786397,-75.442617,36049
"NY, Livingston",,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,,,,,,2.0,,,42.727485,-77.76978,36051
"NY, Madison",,0.0,0.0,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,42.910026,-75.663575,36053
"NY, Monroe",0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,2.0,2.0,,1.0,1.0,3.0,6.0,,,43.464475,-77.664656,36055
"NY, Montgomery",,0.0,0.0,0.0,,0.0,,,,,,0.0,,,,,,0.0,,,42.900891,-74.435358,36057
"NY, Nassau",4.0,11.0,17.0,0.0,12.0,5.0,2.0,20.0,0.0,57.0,16.0,14.0,8.0,4.0,9.0,7.0,9.0,14.0,2.0,6.0,40.729687,-73.589384,36059
"NY, New York",3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,6.0,2.0,9.0,0.0,4.0,1.0,0.0,4.0,6.0,0.0,3.0,40.776557,-73.970174,36061
"NY, Niagara",,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,,,,1.0,,,0.0,,1.0,,,43.456731,-78.792143,36063
"NY, Oneida",,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,43.242727,-75.434282,36065
"NY, Onondaga",0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,43.00653,-76.196117,36067
"NY, Ontario",,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,,,42.856695,-77.303277,36069
"NY, Orange",0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,,41.40241,-74.306252,36071
"NY, Orleans",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,43.502287,-78.229726,36073
"NY, Oswego",,0.0,0.0,1.0,,0.0,,0.0,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,43.461443,-76.209258,36075
"NY, Otsego",,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,42.629776,-75.028841,36077
"NY, Putnam",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,41.427904,-73.743882,36079
"NY, Queens",2.0,12.0,11.0,1.0,5.0,2.0,7.0,5.0,1.0,14.0,5.0,10.0,2.0,3.0,17.0,2.0,8.0,18.0,4.0,2.0,40.658557,-73.837929,36081
"NY, Rensselaer",,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1.0,,,42.710421,-73.513845,36083
"NY, Richmond",2.0,4.0,3.0,1.0,2.0,8.0,2.0,5.0,0.0,9.0,0.0,6.0,4.0,2.0,6.0,2.0,0.0,1.0,3.0,1.0,40.563855,-74.137063,36085
"NY, Rockland",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,41.154785,-74.024772,36087
"NY, Saratoga",,1.0,0.0,,0.0,0.0,,0.0,,,,1.0,1.0,0.0,,,,2.0,,,43.106135,-73.855387,36091
"NY, Schenectady",,3.0,0.0,,,,0.0,,0.0,0.0,,,,,,1.0,,1.0,,,42.817542,-74.043583,36093
"NY, Schoharie",,,0.0,,,,0.0,,,,,,,,,,,,,,42.591294,-74.438172,36095
"NY, Schuyler",,,1.0,,0.0,0.0,,,,,,,,,,,,,,,42.419776,-76.938604,36097
"NY, Seneca",,0.0,0.0,,,0.0,,,,,,,,,,,,,,,42.782294,-76.827088,36099
"NY, St Lawrence",,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,3.0,,,,44.488113,-75.074311,36089
"NY, Steuben",,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,42.266725,-77.385525,36101
"NY, Suffolk",1.0,8.0,10.0,0.0,9.0,2.0,0.0,9.0,1.0,24.0,4.0,14.0,4.0,1.0,5.0,5.0,6.0,11.0,3.0,5.0,40.943554,-72.692218,36103
"NY, Sullivan",,0.0,,,,0.0,,,0.0,,,,,,,,,,,,41.720176,-74.76468,36105
"NY, Tioga",,0.0,0.0,,,,,,,,0.0,,,,,,,1.0,,,42.178057,-76.29745,36107
"NY, Tompkins",,0.0,0.0,0.0,,0.0,0.0,0.0,,,1.0,0.0,,1.0,,,,0.0,,,42.453281,-76.473712,36109
"NY, Ulster",0.0,0.0,0.0,0.0,,,,,0.0,,,1.0,,,,,,2.0,,,41.947232,-74.265447,36111
"NY, Warren",,0.0,1.0,,,,,,,,,,,1.0,,,,,,,43.555105,-73.838139,36113
"NY, Washington",,0.0,0.0,,,,,,,,1.0,,,,,,,1.0,,,43.312377,-73.439428,36115
"NY, Wayne",,1.0,0.0,,,1.0,,,,,,,,,0.0,,,,,,43.458758,-77.063164,36117
"NY, Westchester",0.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,0.0,4.0,3.0,4.0,2.0,2.0,3.0,0.0,3.0,4.0,1.0,3.0,41.15277,-73.745912,36119
"NY, Wyoming",,0.0,0.0,0.0,,,,,,,,,,,,,1.0,,,,42.701363,-78.228567,36121
"NY, Yates",,1.0,1.0,,,0.0,,,0.0,,,,0.0,,,,,,,,42.638237,-77.104324,36123
"OH, Adams",,0.0,1.0,1.0,,,,,,,,,,,,,,0.0,,,38.841681,-83.474173,39001
"OH, Allen",,5.0,0.0,0.0,0.0,2.0,0.0,0.0,,1.0,0.0,7.0,,,0.0,,,,,,40.771528,-84.106546,39003
"OH, Ashland",,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,0.0,,0.0,0.0,,,40.843274,-82.270121,39005
"OH, Ashtabula",,3.0,0.0,0.0,0.0,0.0,,,,,0.0,2.0,,,,,1.0,0.0,,,41.906644,-80.745641,39007
"OH, Athens",,1.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,0.0,,39.333848,-82.046008,39009
"OH, Auglaize",,4.0,0.0,,1.0,1.0,0.0,,,,,1.0,,,0.0,,,2.0,,,40.561309,-84.224018,39011
"OH, Belmont",,0.0,,,,,,,,,,,,,,,,1.0,,,40.017682,-80.967727,39013
"OH, Brown",,0.0,1.0,0.0,,0.0,,,,,,,,,1.0,,,0.0,,,38.931377,-83.866772,39015
"OH, Butler",0.0,3.0,4.0,1.0,0.0,2.0,1.0,,,,,5.0,1.0,,1.0,,1.0,0.0,0.0,,39.439915,-84.565397,39017
"OH, Carroll",,0.0,,0.0,,,,,,,,,,1.0,,,,0.0,,,40.579884,-81.090787,39019
"OH, Champaign",,1.0,2.0,,,,0.0,,,,,0.0,,,,,,0.0,,,40.132759,-83.767543,39021
"OH, Clark",0.0,14.0,3.0,1.0,6.0,0.0,,,,,,8.0,,,,,1.0,2.0,0.0,0.0,39.917032,-83.783676,39023
"OH, Clermont",0.0,5.0,2.0,0.0,1.0,,1.0,1.0,,,,5.0,,1.0,,2.0,2.0,1.0,0.0,,39.052084,-84.149614,39025
"OH, Clinton",,3.0,1.0,,,,1.0,,,,,,,,,,,,,,39.414041,-83.814542,39027
"OH, Columbiana",,0.0,0.0,,,,,,,,,1.0,,,,,0.0,1.0,,,40.768462,-80.777231,39029
"OH, Coshocton",,1.0,0.0,,,,,,,,,,,,,,0.0,0.0,,,40.29672,-81.930112,39031
"OH, Crawford",,0.0,0.0,0.0,,,,,,,,0.0,,,,,0.0,,,0.0,40.848508,-82.924771,39033
"OH, Cuyahoga",0.0,220.0,22.0,3.0,32.0,9.0,6.0,5.0,1.0,0.0,7.0,28.0,4.0,3.0,6.0,5.0,5.0,9.0,0.0,0.0,41.760392,-81.724217,39035
"OH, Darke",,2.0,3.0,,1.0,1.0,,,,,,1.0,,,0.0,,,0.0,,,40.132176,-84.620438,39037
"OH, Defiance",,6.0,2.0,,,0.0,,,,,,1.0,,,0.0,0.0,1.0,1.0,,,41.321679,-84.486433,39039
"OH, Delaware",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,40.278941,-83.007462,39041
"OH, Erie",,2.0,1.0,0.0,0.0,,,,,,,,,,,,,1.0,,,41.554006,-82.525897,39043
"OH, Fairfield",0.0,1.0,0.0,0.0,0.0,,0.0,,,,,,,,1.0,,0.0,0.0,,0.0,39.752935,-82.628276,39045
"OH, Fayette",0.0,0.0,,,,,1.0,,,,,,,,,,,,,,39.553845,-83.459327,39047
"OH, Franklin",0.0,9.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,7.0,2.0,1.0,2.0,0.0,1.0,39.969447,-83.008258,39049
"OH, Fulton",,3.0,1.0,0.0,,4.0,,,,,,,,,,,,1.0,0.0,,41.597264,-84.124267,39051
"OH, Gallia",,0.0,0.0,,,,,,,,,,,,,0.0,,,,,38.817046,-82.301746,39053
"OH, Geauga",,3.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,0.0,,,41.499322,-81.173505,39055
"OH, Greene",,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,0.0,,,39.687479,-83.894894,39057
"OH, Guernsey",0.0,1.0,0.0,,,0.0,,,,,,,0.0,,,0.0,,1.0,,,40.056665,-81.497875,39059
"OH, Hamilton",0.0,30.0,4.0,1.0,5.0,1.0,4.0,3.0,0.0,1.0,0.0,11.0,0.0,2.0,1.0,1.0,4.0,5.0,0.0,0.0,39.196927,-84.544187,39061
"OH, Hancock",,2.0,2.0,0.0,1.0,2.0,2.0,,,,,1.0,1.0,,,0.0,2.0,0.0,0.0,,41.000471,-83.666034,39063
"OH, Hardin",,2.0,0.0,1.0,,,,,,,,,,,,,,1.0,,,40.660415,-83.664077,39065
"OH, Harrison",,,0.0,,,,,,,,,,,,,,,,,,40.292318,-81.091565,39067
"OH, Henry",0.0,1.0,0.0,,,1.0,,,,,,,,,,0.0,0.0,0.0,,,41.335072,-84.065882,39069
"OH, Highland",,0.0,0.0,,,,,,,,,,,,,,,,,,39.184488,-83.603668,39071
"OH, Hocking",,0.0,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,,,39.490343,-82.483445,39073
"OH, Holmes",0.0,2.0,3.0,,,0.0,0.0,,,,,0.0,2.0,,0.0,,0.0,2.0,1.0,,40.565309,-81.929869,39075
"OH, Huron",,1.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,0.0,,,41.14508,-82.594641,39077
"OH, Jackson",,1.0,1.0,,,,0.0,0.0,,,,,,,,,0.0,,,,39.013477,-82.614142,39079
"OH, Jefferson",,0.0,0.0,,,,,,,,,,,,,,,0.0,,,40.399188,-80.76141,39081
"OH, Knox",0.0,1.0,0.0,0.0,0.0,1.0,,,,,,0.0,1.0,,0.0,,0.0,0.0,,,40.40362,-82.422393,39083
"OH, Lake",0.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,41.924116,-81.392643,39085
"OH, Lawrence",,1.0,0.0,,,,,,,,,,,,,,0.0,,,,38.603866,-82.517186,39087
"OH, Licking",0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,,40.093609,-82.481251,39089
"OH, Logan",,0.0,1.0,0.0,,1.0,0.0,,,0.0,,0.0,,,,,1.0,,,,40.387553,-83.766343,39091
"OH, Lorain",,14.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,41.438805,-82.179722,39093
"OH, Lucas",0.0,14.0,3.0,0.0,4.0,5.0,2.0,2.0,1.0,0.0,5.0,4.0,5.0,0.0,5.0,0.0,2.0,2.0,1.0,0.0,41.682321,-83.468867,39095
"OH, Madison",,3.0,0.0,,,,,,,,,,,,,,0.0,,,,39.896607,-83.400885,39097
"OH, Mahoning",0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,,,0.0,,,1.0,1.0,,0.0,2.0,0.0,,41.01088,-80.770396,39099
"OH, Marion",0.0,3.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,2.0,0.0,,,,40.588208,-83.172927,39101
"OH, Medina",,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,,41.116051,-81.899566,39103
"OH, Meigs",,0.0,,,,,,,,,,0.0,,,,,1.0,0.0,,,39.089807,-82.028397,39105
"OH, Mercer",,4.0,1.0,,,0.0,,,,,,3.0,0.0,,0.0,0.0,0.0,,,,40.535333,-84.632059,39107
"OH, Miami",,2.0,0.0,0.0,,1.0,,,,,1.0,1.0,,,,,,0.0,,,40.053326,-84.228414,39109
"OH, Monroe",,0.0,,,,0.0,,,,,,,,,,,,0.0,,,39.725969,-81.090658,39111
"OH, Montgomery",0.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,14.0,0.0,,1.0,0.0,0.0,3.0,,1.0,39.755218,-84.290546,39113
"OH, Morgan",,0.0,1.0,,,,,,,,,,,,,,,0.0,,,39.624946,-81.861699,39115
"OH, Morrow",,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,40.525266,-82.797729,39117
"OH, Muskingum",,0.0,0.0,,,,,,,,,1.0,,1.0,,,,,,,39.966046,-81.943506,39119
"OH, Noble",,0.0,,,,,,,,,,,,,,1.0,,0.0,,,39.767232,-81.452604,39121
"OH, Ottawa",0.0,2.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,,,,0.0,,,0.0,,,41.544467,-83.009253,39123
"OH, Paulding",,1.0,2.0,,,0.0,0.0,,,,,,,,,,,1.0,,,41.119141,-84.576967,39125
"OH, Perry",,0.0,0.0,0.0,,,0.0,,,0.0,,,,,,,1.0,,,,39.743187,-82.237953,39127
"OH, Pickaway",,0.0,0.0,,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,39.648947,-83.052827,39129
"OH, Pike",,0.0,,0.0,,,,,,,,0.0,,,,,,,,,39.071365,-83.052921,39131
"OH, Portage",0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.16864,-81.196932,39133
"OH, Preble",,0.0,3.0,0.0,0.0,,1.0,,,,,1.0,,,,,,1.0,,,39.737906,-84.645358,39135
"OH, Putnam",,6.0,3.0,0.0,,0.0,0.0,,,2.0,1.0,3.0,,,0.0,0.0,,,,,41.024533,-84.129879,39137
"OH, Richland",,1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.774167,-82.542715,39139
"OH, Ross",,1.0,,0.0,0.0,,0.0,,,,,1.0,,,,0.0,0.0,2.0,0.0,1.0,39.323763,-83.059585,39141
"OH, Sandusky",0.0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,1.0,,,,1.0,,,,,41.355291,-83.142735,39143
"OH, Scioto",,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,38.815019,-82.999028,39145
"OH, Seneca",,1.0,0.0,0.0,,,1.0,,,,,,,,,,,0.0,,,41.120008,-83.127436,39147
"OH, Shelby",,0.0,1.0,1.0,0.0,0.0,,,,,,0.0,,,0.0,,,,,,40.33668,-84.204143,39149
"OH, Stark",0.0,8.0,3.0,0.0,1.0,3.0,1.0,0.0,,,0.0,1.0,,0.0,1.0,0.0,1.0,6.0,0.0,,40.814131,-81.365667,39151
"OH, Summit",0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,41.121851,-81.534936,39153
"OH, Trumbull",0.0,2.0,3.0,0.0,0.0,,0.0,,,,2.0,1.0,1.0,,1.0,,0.0,4.0,1.0,,41.308936,-80.767656,39155
"OH, Tuscarawas",0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,0.0,0.0,1.0,0.0,,,40.447441,-81.471157,39157
"OH, Union",0.0,2.0,1.0,0.0,,0.0,,,,,,,1.0,,,0.0,,0.0,0.0,0.0,40.295901,-83.367042,39159
"OH, Van Wert",,2.0,0.0,,,,,,,,,3.0,,,,,1.0,,,,40.85552,-84.585775,39161
