,county,year,infections
15395,"NE, Saline",2013,6
16502,"NE, Saline",2014,2
17519,"NE, Saline",2015,1
18618,"NE, Saline",2016,
19800,"NE, Saline",2017,1
21131,"NE, Saline",2018,1
1604,"NE, Sarpy",2002,3
3958,"NE, Sarpy",2003,9
5957,"NE, Sarpy",2004,2
7394,"NE, Sarpy",2005,3
8763,"NE, Sarpy",2006,2
10018,"NE, Sarpy",2007,1
11785,"NE, Sarpy",2009,1
12478,"NE, Sarpy",2010,3
13036,"NE, Sarpy",2011,8
14020,"NE, Sarpy",2012,3
15396,"NE, Sarpy",2013,2
16503,"NE, Sarpy",2014,2
17520,"NE, Sarpy",2015,2
18619,"NE, Sarpy",2016,5
19801,"NE, Sarpy",2017,5
21132,"NE, Sarpy",2018,33
22142,"NE, Sarpy",2019,2
1605,"NE, Saunders",2002,2
3959,"NE, Saunders",2003,19
5958,"NE, Saunders",2004,2
7395,"NE, Saunders",2005,1
8764,"NE, Saunders",2006,3
10019,"NE, Saunders",2007,6
11019,"NE, Saunders",2008,1
14021,"NE, Saunders",2012,5
15397,"NE, Saunders",2013,1
16504,"NE, Saunders",2014,1
18620,"NE, Saunders",2016,1
21133,"NE, Saunders",2018,4
22143,"NE, Saunders",2019,1
22689,"NE, Saunders",2020,1
1606,"NE, Scotts Bluff",2002,5
3960,"NE, Scotts Bluff",2003,45
5959,"NE, Scotts Bluff",2004,2
7396,"NE, Scotts Bluff",2005,15
8765,"NE, Scotts Bluff",2006,16
10020,"NE, Scotts Bluff",2007,15
11020,"NE, Scotts Bluff",2008,2
11786,"NE, Scotts Bluff",2009,4
12479,"NE, Scotts Bluff",2010,3
13037,"NE, Scotts Bluff",2011,1
14022,"NE, Scotts Bluff",2012,15
15398,"NE, Scotts Bluff",2013,19
16505,"NE, Scotts Bluff",2014,10
17521,"NE, Scotts Bluff",2015,4
18621,"NE, Scotts Bluff",2016,7
19802,"NE, Scotts Bluff",2017,8
21134,"NE, Scotts Bluff",2018,2
22144,"NE, Scotts Bluff",2019,2
22690,"NE, Scotts Bluff",2020,
1607,"NE, Seward",2002,1
3961,"NE, Seward",2003,24
5960,"NE, Seward",2004,1
7397,"NE, Seward",2005,
8766,"NE, Seward",2006,2
10021,"NE, Seward",2007,1
11021,"NE, Seward",2008,2
11787,"NE, Seward",2009,1
13038,"NE, Seward",2011,1
14023,"NE, Seward",2012,2
15399,"NE, Seward",2013,3
16506,"NE, Seward",2014,3
18622,"NE, Seward",2016,
19803,"NE, Seward",2017,1
1608,"NE, Sheridan",2002,
3962,"NE, Sheridan",2003,9
5961,"NE, Sheridan",2004,
7398,"NE, Sheridan",2005,5
8767,"NE, Sheridan",2006,1
10022,"NE, Sheridan",2007,4
11022,"NE, Sheridan",2008,
11788,"NE, Sheridan",2009,
12480,"NE, Sheridan",2010,
14024,"NE, Sheridan",2012,
15400,"NE, Sheridan",2013,5
16507,"NE, Sheridan",2014,
17522,"NE, Sheridan",2015,2
18623,"NE, Sheridan",2016,
22145,"NE, Sheridan",2019,1
1609,"NE, Sherman",2002,
3963,"NE, Sherman",2003,14
7399,"NE, Sherman",2005,
8768,"NE, Sherman",2006,1
10023,"NE, Sherman",2007,1
16508,"NE, Sherman",2014,1
17523,"NE, Sherman",2015,1
18624,"NE, Sherman",2016,
19804,"NE, Sherman",2017,1
1610,"NE, Sioux",2002,
3964,"NE, Sioux",2003,
5962,"NE, Sioux",2004,
8769,"NE, Sioux",2006,
15401,"NE, Sioux",2013,1
17524,"NE, Sioux",2015,1
1611,"NE, Stanton",2002,
3965,"NE, Stanton",2003,
7400,"NE, Stanton",2005,
8770,"NE, Stanton",2006,
10024,"NE, Stanton",2007,
11023,"NE, Stanton",2008,
14025,"NE, Stanton",2012,1
15402,"NE, Stanton",2013,1
19805,"NE, Stanton",2017,1
1612,"NE, Thayer",2002,5
3966,"NE, Thayer",2003,18
7401,"NE, Thayer",2005,
8771,"NE, Thayer",2006,2
10025,"NE, Thayer",2007,1
14026,"NE, Thayer",2012,
15403,"NE, Thayer",2013,1
16509,"NE, Thayer",2014,2
17525,"NE, Thayer",2015,2
21135,"NE, Thayer",2018,1
1613,"NE, Thomas",2002,
3967,"NE, Thomas",2003,2
10026,"NE, Thomas",2007,1
15404,"NE, Thomas",2013,
1614,"NE, Thurston",2002,
3968,"NE, Thurston",2003,1
10027,"NE, Thurston",2007,
15405,"NE, Thurston",2013,1
18625,"NE, Thurston",2016,2
1615,"NE, Valley",2002,2
3969,"NE, Valley",2003,20
5963,"NE, Valley",2004,1
7402,"NE, Valley",2005,
8772,"NE, Valley",2006,1
10028,"NE, Valley",2007,2
11024,"NE, Valley",2008,1
11789,"NE, Valley",2009,
12481,"NE, Valley",2010,1
13039,"NE, Valley",2011,1
14027,"NE, Valley",2012,3
15406,"NE, Valley",2013,3
16510,"NE, Valley",2014,
18626,"NE, Valley",2016,1
19806,"NE, Valley",2017,1
1616,"NE, Washington",2002,1
3970,"NE, Washington",2003,12
5964,"NE, Washington",2004,
7403,"NE, Washington",2005,1
10029,"NE, Washington",2007,1
11790,"NE, Washington",2009,1
12482,"NE, Washington",2010,
13040,"NE, Washington",2011,2
14028,"NE, Washington",2012,3
15407,"NE, Washington",2013,4
16511,"NE, Washington",2014,
18627,"NE, Washington",2016,2
19807,"NE, Washington",2017,
21136,"NE, Washington",2018,6
22146,"NE, Washington",2019,2
1617,"NE, Wayne",2002,1
3971,"NE, Wayne",2003,2
5965,"NE, Wayne",2004,
7404,"NE, Wayne",2005,
8773,"NE, Wayne",2006,1
10030,"NE, Wayne",2007,
11025,"NE, Wayne",2008,
13041,"NE, Wayne",2011,
14029,"NE, Wayne",2012,1
15408,"NE, Wayne",2013,
16512,"NE, Wayne",2014,
17526,"NE, Wayne",2015,2
19808,"NE, Wayne",2017,
21137,"NE, Wayne",2018,1
22691,"NE, Wayne",2020,
1618,"NE, Webster",2002,
3972,"NE, Webster",2003,8
5966,"NE, Webster",2004,1
7405,"NE, Webster",2005,1
8774,"NE, Webster",2006,
10031,"NE, Webster",2007,1
11026,"NE, Webster",2008,2
12483,"NE, Webster",2010,1
14030,"NE, Webster",2012,1
15409,"NE, Webster",2013,3
16513,"NE, Webster",2014,
17527,"NE, Webster",2015,1
19809,"NE, Webster",2017,
21138,"NE, Webster",2018,1
22147,"NE, Webster",2019,
1619,"NE, Wheeler",2002,
3973,"NE, Wheeler",2003,1
7406,"NE, Wheeler",2005,
10032,"NE, Wheeler",2007,
16514,"NE, Wheeler",2014,1
1620,"NE, York",2002,3
3974,"NE, York",2003,31
5967,"NE, York",2004,
7407,"NE, York",2005,5
8775,"NE, York",2006,4
10033,"NE, York",2007,1
11027,"NE, York",2008,1
11791,"NE, York",2009,6
12484,"NE, York",2010,
14031,"NE, York",2012,4
15410,"NE, York",2013,3
16515,"NE, York",2014,3
17528,"NE, York",2015,2
18628,"NE, York",2016,3
19810,"NE, York",2017,
21139,"NE, York",2018,2
22148,"NE, York",2019,1
1621,"NH, Belknap",2002,
3977,"NH, Belknap",2003,1
15418,"NH, Belknap",2013,
1622,"NH, Carroll",2002,
1623,"NH, Cheshire",2002,
3978,"NH, Cheshire",2003,
7422,"NH, Cheshire",2005,
13048,"NH, Cheshire",2011,
15419,"NH, Cheshire",2013,1
17536,"NH, Cheshire",2015,
19823,"NH, Cheshire",2017,
21146,"NH, Cheshire",2018,
1624,"NH, Grafton",2002,
3979,"NH, Grafton",2003,
17537,"NH, Grafton",2015,
196,"NH, Hillsborough",2001,
1625,"NH, Hillsborough",2002,
3980,"NH, Hillsborough",2003,1
5982,"NH, Hillsborough",2004,
7423,"NH, Hillsborough",2005,
8790,"NH, Hillsborough",2006,
10043,"NH, Hillsborough",2007,
12491,"NH, Hillsborough",2010,1
13049,"NH, Hillsborough",2011,
14035,"NH, Hillsborough",2012,1
15420,"NH, Hillsborough",2013,
17538,"NH, Hillsborough",2015,
18638,"NH, Hillsborough",2016,
19824,"NH, Hillsborough",2017,
21147,"NH, Hillsborough",2018,
22152,"NH, Hillsborough",2019,
22693,"NH, Hillsborough",2020,
197,"NH, Merrimack",2001,
1626,"NH, Merrimack",2002,
3981,"NH, Merrimack",2003,
5983,"NH, Merrimack",2004,
7424,"NH, Merrimack",2005,
8791,"NH, Merrimack",2006,
10044,"NH, Merrimack",2007,
198,"NH, Rockingham",2001,
1627,"NH, Rockingham",2002,
3982,"NH, Rockingham",2003,1
5984,"NH, Rockingham",2004,
7425,"NH, Rockingham",2005,
8792,"NH, Rockingham",2006,
11036,"NH, Rockingham",2008,
13050,"NH, Rockingham",2011,
14036,"NH, Rockingham",2012,
15421,"NH, Rockingham",2013,
16526,"NH, Rockingham",2014,
17539,"NH, Rockingham",2015,
19825,"NH, Rockingham",2017,1
21148,"NH, Rockingham",2018,
199,"NH, Strafford",2001,
1628,"NH, Strafford",2002,
3983,"NH, Strafford",2003,
7426,"NH, Strafford",2005,
19826,"NH, Strafford",2017,
3984,"NH, Sullivan",2003,
200,"NJ, Atlantic",2001,
1629,"NJ, Atlantic",2002,
3985,"NJ, Atlantic",2003,
5985,"NJ, Atlantic",2004,
7427,"NJ, Atlantic",2005,
8793,"NJ, Atlantic",2006,
10045,"NJ, Atlantic",2007,
11037,"NJ, Atlantic",2008,
11796,"NJ, Atlantic",2009,
12492,"NJ, Atlantic",2010,1
13051,"NJ, Atlantic",2011,1
14037,"NJ, Atlantic",2012,1
15422,"NJ, Atlantic",2013,
16527,"NJ, Atlantic",2014,
17540,"NJ, Atlantic",2015,
18639,"NJ, Atlantic",2016,
19827,"NJ, Atlantic",2017,1
21149,"NJ, Atlantic",2018,1
22153,"NJ, Atlantic",2019,2
22694,"NJ, Atlantic",2020,
201,"NJ, Bergen",2001,1
1630,"NJ, Bergen",2002,6
3986,"NJ, Bergen",2003,3
5986,"NJ, Bergen",2004,
7428,"NJ, Bergen",2005,3
8794,"NJ, Bergen",2006,2
10046,"NJ, Bergen",2007,
11038,"NJ, Bergen",2008,
11797,"NJ, Bergen",2009,
12493,"NJ, Bergen",2010,
13052,"NJ, Bergen",2011,
14038,"NJ, Bergen",2012,4
15423,"NJ, Bergen",2013,1
16528,"NJ, Bergen",2014,
17541,"NJ, Bergen",2015,2
18640,"NJ, Bergen",2016,
19828,"NJ, Bergen",2017,
21150,"NJ, Bergen",2018,10
22154,"NJ, Bergen",2019,2
22695,"NJ, Bergen",2020,
202,"NJ, Burlington",2001,
1631,"NJ, Burlington",2002,3
3987,"NJ, Burlington",2003,4
5987,"NJ, Burlington",2004,
7429,"NJ, Burlington",2005,
8795,"NJ, Burlington",2006,
11039,"NJ, Burlington",2008,2
11798,"NJ, Burlington",2009,
12494,"NJ, Burlington",2010,2
13053,"NJ, Burlington",2011,
14039,"NJ, Burlington",2012,3
15424,"NJ, Burlington",2013,2
16529,"NJ, Burlington",2014,
17542,"NJ, Burlington",2015,4
18641,"NJ, Burlington",2016,
19829,"NJ, Burlington",2017,
21151,"NJ, Burlington",2018,3
22155,"NJ, Burlington",2019,2
22696,"NJ, Burlington",2020,
203,"NJ, Camden",2001,3
1632,"NJ, Camden",2002,
3988,"NJ, Camden",2003,3
5988,"NJ, Camden",2004,1
7430,"NJ, Camden",2005,
8796,"NJ, Camden",2006,
10047,"NJ, Camden",2007,
11040,"NJ, Camden",2008,1
11799,"NJ, Camden",2009,2
12495,"NJ, Camden",2010,7
13054,"NJ, Camden",2011,
14040,"NJ, Camden",2012,5
15425,"NJ, Camden",2013,5
16530,"NJ, Camden",2014,1
17543,"NJ, Camden",2015,1
18642,"NJ, Camden",2016,2
19830,"NJ, Camden",2017,
21152,"NJ, Camden",2018,3
22156,"NJ, Camden",2019,
22697,"NJ, Camden",2020,
204,"NJ, Cape May",2001,
1633,"NJ, Cape May",2002,1
3989,"NJ, Cape May",2003,2
5989,"NJ, Cape May",2004,
7431,"NJ, Cape May",2005,
8797,"NJ, Cape May",2006,
10048,"NJ, Cape May",2007,
11041,"NJ, Cape May",2008,1
11800,"NJ, Cape May",2009,
12496,"NJ, Cape May",2010,
13055,"NJ, Cape May",2011,
14041,"NJ, Cape May",2012,1
15426,"NJ, Cape May",2013,
16531,"NJ, Cape May",2014,
17544,"NJ, Cape May",2015,
18643,"NJ, Cape May",2016,
19831,"NJ, Cape May",2017,1
21153,"NJ, Cape May",2018,2
22157,"NJ, Cape May",2019,
22698,"NJ, Cape May",2020,
205,"NJ, Cumberland",2001,
1634,"NJ, Cumberland",2002,1
3990,"NJ, Cumberland",2003,1
5990,"NJ, Cumberland",2004,
10049,"NJ, Cumberland",2007,
11042,"NJ, Cumberland",2008,
11801,"NJ, Cumberland",2009,
12497,"NJ, Cumberland",2010,1
14042,"NJ, Cumberland",2012,
15427,"NJ, Cumberland",2013,
17545,"NJ, Cumberland",2015,5
18644,"NJ, Cumberland",2016,
19832,"NJ, Cumberland",2017,
21154,"NJ, Cumberland",2018,2
22158,"NJ, Cumberland",2019,
22699,"NJ, Cumberland",2020,
206,"NJ, Essex",2001,1
1635,"NJ, Essex",2002,
3991,"NJ, Essex",2003,2
5991,"NJ, Essex",2004,
7432,"NJ, Essex",2005,1
8798,"NJ, Essex",2006,1
10050,"NJ, Essex",2007,
11043,"NJ, Essex",2008,1
11802,"NJ, Essex",2009,
12498,"NJ, Essex",2010,4
13056,"NJ, Essex",2011,
14043,"NJ, Essex",2012,4
15428,"NJ, Essex",2013,1
16532,"NJ, Essex",2014,
17546,"NJ, Essex",2015,2
18645,"NJ, Essex",2016,
19833,"NJ, Essex",2017,
21155,"NJ, Essex",2018,1
22159,"NJ, Essex",2019,
22700,"NJ, Essex",2020,1
207,"NJ, Gloucester",2001,
1636,"NJ, Gloucester",2002,1
3992,"NJ, Gloucester",2003,2
5992,"NJ, Gloucester",2004,
7433,"NJ, Gloucester",2005,
8799,"NJ, Gloucester",2006,
10051,"NJ, Gloucester",2007,
11044,"NJ, Gloucester",2008,
11803,"NJ, Gloucester",2009,
12499,"NJ, Gloucester",2010,1
13057,"NJ, Gloucester",2011,
14044,"NJ, Gloucester",2012,3
15429,"NJ, Gloucester",2013,1
16533,"NJ, Gloucester",2014,1
17547,"NJ, Gloucester",2015,2
18646,"NJ, Gloucester",2016,1
19834,"NJ, Gloucester",2017,1
21156,"NJ, Gloucester",2018,1
22160,"NJ, Gloucester",2019,1
22701,"NJ, Gloucester",2020,
208,"NJ, Hudson",2001,1
1637,"NJ, Hudson",2002,1
3993,"NJ, Hudson",2003,2
5993,"NJ, Hudson",2004,
7434,"NJ, Hudson",2005,
8800,"NJ, Hudson",2006,
10052,"NJ, Hudson",2007,
11045,"NJ, Hudson",2008,1
11804,"NJ, Hudson",2009,
12500,"NJ, Hudson",2010,2
13058,"NJ, Hudson",2011,1
14045,"NJ, Hudson",2012,1
15430,"NJ, Hudson",2013,
16534,"NJ, Hudson",2014,2
17548,"NJ, Hudson",2015,1
18647,"NJ, Hudson",2016,
19835,"NJ, Hudson",2017,
21157,"NJ, Hudson",2018,4
22161,"NJ, Hudson",2019,
22702,"NJ, Hudson",2020,
209,"NJ, Hunterdon",2001,
1638,"NJ, Hunterdon",2002,
3994,"NJ, Hunterdon",2003,1
5994,"NJ, Hunterdon",2004,
7435,"NJ, Hunterdon",2005,
8801,"NJ, Hunterdon",2006,
10053,"NJ, Hunterdon",2007,
11046,"NJ, Hunterdon",2008,
11805,"NJ, Hunterdon",2009,1
12501,"NJ, Hunterdon",2010,
13059,"NJ, Hunterdon",2011,
14046,"NJ, Hunterdon",2012,
15431,"NJ, Hunterdon",2013,
16535,"NJ, Hunterdon",2014,
17549,"NJ, Hunterdon",2015,1
18648,"NJ, Hunterdon",2016,
19836,"NJ, Hunterdon",2017,
21158,"NJ, Hunterdon",2018,4
22162,"NJ, Hunterdon",2019,1
22703,"NJ, Hunterdon",2020,
210,"NJ, Mercer",2001,
1639,"NJ, Mercer",2002,4
3995,"NJ, Mercer",2003,3
5995,"NJ, Mercer",2004,
7436,"NJ, Mercer",2005,
8802,"NJ, Mercer",2006,
10054,"NJ, Mercer",2007,
11047,"NJ, Mercer",2008,1
11806,"NJ, Mercer",2009,
12502,"NJ, Mercer",2010,3
13060,"NJ, Mercer",2011,1
14047,"NJ, Mercer",2012,1
15432,"NJ, Mercer",2013,
16536,"NJ, Mercer",2014,1
17550,"NJ, Mercer",2015,
18649,"NJ, Mercer",2016,
19837,"NJ, Mercer",2017,2
21159,"NJ, Mercer",2018,1
22163,"NJ, Mercer",2019,
22704,"NJ, Mercer",2020,
211,"NJ, Middlesex",2001,2
1640,"NJ, Middlesex",2002,1
3996,"NJ, Middlesex",2003,1
5996,"NJ, Middlesex",2004,
7437,"NJ, Middlesex",2005,
8803,"NJ, Middlesex",2006,1
10055,"NJ, Middlesex",2007,1
11048,"NJ, Middlesex",2008,1
11807,"NJ, Middlesex",2009,
12503,"NJ, Middlesex",2010,
13061,"NJ, Middlesex",2011,1
14048,"NJ, Middlesex",2012,4
15433,"NJ, Middlesex",2013,
16537,"NJ, Middlesex",2014,
17551,"NJ, Middlesex",2015,2
18650,"NJ, Middlesex",2016,2
19838,"NJ, Middlesex",2017,1
21160,"NJ, Middlesex",2018,5
22164,"NJ, Middlesex",2019,
22705,"NJ, Middlesex",2020,
212,"NJ, Monmouth",2001,
1641,"NJ, Monmouth",2002,3
3997,"NJ, Monmouth",2003,3
5997,"NJ, Monmouth",2004,
7438,"NJ, Monmouth",2005,
8804,"NJ, Monmouth",2006,
10056,"NJ, Monmouth",2007,
11049,"NJ, Monmouth",2008,1
11808,"NJ, Monmouth",2009,
12504,"NJ, Monmouth",2010,2
13062,"NJ, Monmouth",2011,
14049,"NJ, Monmouth",2012,3
15434,"NJ, Monmouth",2013,
16538,"NJ, Monmouth",2014,1
17552,"NJ, Monmouth",2015,3
18651,"NJ, Monmouth",2016,1
19839,"NJ, Monmouth",2017,1
21161,"NJ, Monmouth",2018,4
22165,"NJ, Monmouth",2019,
22706,"NJ, Monmouth",2020,2
213,"NJ, Morris",2001,
1642,"NJ, Morris",2002,
3998,"NJ, Morris",2003,1
5998,"NJ, Morris",2004,
7439,"NJ, Morris",2005,
8805,"NJ, Morris",2006,
10057,"NJ, Morris",2007,
11050,"NJ, Morris",2008,
11809,"NJ, Morris",2009,
12505,"NJ, Morris",2010,
13063,"NJ, Morris",2011,1
14050,"NJ, Morris",2012,
15435,"NJ, Morris",2013,1
16539,"NJ, Morris",2014,1
17553,"NJ, Morris",2015,
18652,"NJ, Morris",2016,
19840,"NJ, Morris",2017,
21162,"NJ, Morris",2018,4
22166,"NJ, Morris",2019,
22707,"NJ, Morris",2020,
214,"NJ, Ocean",2001,
1643,"NJ, Ocean",2002,2
3999,"NJ, Ocean",2003,
5999,"NJ, Ocean",2004,
7440,"NJ, Ocean",2005,
8806,"NJ, Ocean",2006,
10058,"NJ, Ocean",2007,
11051,"NJ, Ocean",2008,
11810,"NJ, Ocean",2009,
12506,"NJ, Ocean",2010,2
13064,"NJ, Ocean",2011,1
14051,"NJ, Ocean",2012,9
15436,"NJ, Ocean",2013,1
16540,"NJ, Ocean",2014,
17554,"NJ, Ocean",2015,1
18653,"NJ, Ocean",2016,
19841,"NJ, Ocean",2017,1
21163,"NJ, Ocean",2018,2
22167,"NJ, Ocean",2019,
215,"NJ, Passaic",2001,1
1644,"NJ, Passaic",2002,
4000,"NJ, Passaic",2003,
6000,"NJ, Passaic",2004,
7441,"NJ, Passaic",2005,
8807,"NJ, Passaic",2006,
10059,"NJ, Passaic",2007,
11052,"NJ, Passaic",2008,
11811,"NJ, Passaic",2009,
12507,"NJ, Passaic",2010,3
13065,"NJ, Passaic",2011,
14052,"NJ, Passaic",2012,4
15437,"NJ, Passaic",2013,
16541,"NJ, Passaic",2014,
17555,"NJ, Passaic",2015,1
18654,"NJ, Passaic",2016,1
19842,"NJ, Passaic",2017,
21164,"NJ, Passaic",2018,3
22168,"NJ, Passaic",2019,
22708,"NJ, Passaic",2020,
216,"NJ, Salem",2001,
1645,"NJ, Salem",2002,1
4001,"NJ, Salem",2003,
6001,"NJ, Salem",2004,
8808,"NJ, Salem",2006,
11053,"NJ, Salem",2008,
11812,"NJ, Salem",2009,
12508,"NJ, Salem",2010,1
13066,"NJ, Salem",2011,
14053,"NJ, Salem",2012,1
17556,"NJ, Salem",2015,
18655,"NJ, Salem",2016,
19843,"NJ, Salem",2017,
21165,"NJ, Salem",2018,
22169,"NJ, Salem",2019,
22709,"NJ, Salem",2020,
217,"NJ, Somerset",2001,
1646,"NJ, Somerset",2002,
4002,"NJ, Somerset",2003,
6002,"NJ, Somerset",2004,
7442,"NJ, Somerset",2005,
8809,"NJ, Somerset",2006,
10060,"NJ, Somerset",2007,
11054,"NJ, Somerset",2008,
11813,"NJ, Somerset",2009,
12509,"NJ, Somerset",2010,
13067,"NJ, Somerset",2011,
14054,"NJ, Somerset",2012,3
15438,"NJ, Somerset",2013,
16542,"NJ, Somerset",2014,
17557,"NJ, Somerset",2015,
18656,"NJ, Somerset",2016,1
19844,"NJ, Somerset",2017,
21166,"NJ, Somerset",2018,4
22170,"NJ, Somerset",2019,
22710,"NJ, Somerset",2020,
218,"NJ, Sussex",2001,
1647,"NJ, Sussex",2002,
4003,"NJ, Sussex",2003,1
6003,"NJ, Sussex",2004,
8810,"NJ, Sussex",2006,
10061,"NJ, Sussex",2007,
11055,"NJ, Sussex",2008,
11814,"NJ, Sussex",2009,
12510,"NJ, Sussex",2010,
13068,"NJ, Sussex",2011,
14055,"NJ, Sussex",2012,
15439,"NJ, Sussex",2013,
16543,"NJ, Sussex",2014,
17558,"NJ, Sussex",2015,
18657,"NJ, Sussex",2016,
19845,"NJ, Sussex",2017,
21167,"NJ, Sussex",2018,1
22171,"NJ, Sussex",2019,
219,"NJ, Union",2001,3
1648,"NJ, Union",2002,
4004,"NJ, Union",2003,5
6004,"NJ, Union",2004,
7443,"NJ, Union",2005,2
8811,"NJ, Union",2006,1
10062,"NJ, Union",2007,
11056,"NJ, Union",2008,1
11815,"NJ, Union",2009,
12511,"NJ, Union",2010,1
13069,"NJ, Union",2011,1
14056,"NJ, Union",2012,1
15440,"NJ, Union",2013,
16544,"NJ, Union",2014,1
17559,"NJ, Union",2015,1
18658,"NJ, Union",2016,3
19846,"NJ, Union",2017,
21168,"NJ, Union",2018,1
22172,"NJ, Union",2019,
22711,"NJ, Union",2020,
220,"NJ, Warren",2001,
1649,"NJ, Warren",2002,
4005,"NJ, Warren",2003,
6005,"NJ, Warren",2004,
7444,"NJ, Warren",2005,
8812,"NJ, Warren",2006,
10063,"NJ, Warren",2007,
11816,"NJ, Warren",2009,
12512,"NJ, Warren",2010,
13070,"NJ, Warren",2011,
14057,"NJ, Warren",2012,
15441,"NJ, Warren",2013,
16545,"NJ, Warren",2014,
17560,"NJ, Warren",2015,
18659,"NJ, Warren",2016,
19847,"NJ, Warren",2017,
21169,"NJ, Warren",2018,5
22173,"NJ, Warren",2019,
22712,"NJ, Warren",2020,
1650,"NM, Bernalillo",2002,
4006,"NM, Bernalillo",2003,35
6006,"NM, Bernalillo",2004,17
7445,"NM, Bernalillo",2005,3
8813,"NM, Bernalillo",2006,
10064,"NM, Bernalillo",2007,10
11057,"NM, Bernalillo",2008,1
12513,"NM, Bernalillo",2010,1
14058,"NM, Bernalillo",2012,12
15442,"NM, Bernalillo",2013,6
16546,"NM, Bernalillo",2014,1
17561,"NM, Bernalillo",2015,2
18660,"NM, Bernalillo",2016,2
19848,"NM, Bernalillo",2017,19
21170,"NM, Bernalillo",2018,
22174,"NM, Bernalillo",2019,6
22713,"NM, Bernalillo",2020,2
4007,"NM, Catron",2003,
7446,"NM, Catron",2005,
22175,"NM, Catron",2019,
1651,"NM, Chaves",2002,
4008,"NM, Chaves",2003,8
6007,"NM, Chaves",2004,1
7447,"NM, Chaves",2005,2
8814,"NM, Chaves",2006,
10065,"NM, Chaves",2007,4
11058,"NM, Chaves",2008,1
11817,"NM, Chaves",2009,
12514,"NM, Chaves",2010,2
14059,"NM, Chaves",2012,
15443,"NM, Chaves",2013,5
17562,"NM, Chaves",2015,1
21171,"NM, Chaves",2018,
4009,"NM, Cibola",2003,2
6008,"NM, Cibola",2004,
7448,"NM, Cibola",2005,
8815,"NM, Cibola",2006,
10066,"NM, Cibola",2007,
12515,"NM, Cibola",2010,
14060,"NM, Cibola",2012,1
22176,"NM, Cibola",2019,1
1652,"NM, Colfax",2002,
4010,"NM, Colfax",2003,6
7449,"NM, Colfax",2005,1
8816,"NM, Colfax",2006,
11818,"NM, Colfax",2009,
16547,"NM, Colfax",2014,1
1653,"NM, Curry",2002,
4011,"NM, Curry",2003,25
6009,"NM, Curry",2004,4
7450,"NM, Curry",2005,1
10067,"NM, Curry",2007,2
11819,"NM, Curry",2009,
12516,"NM, Curry",2010,4
14061,"NM, Curry",2012,2
15444,"NM, Curry",2013,5
16548,"NM, Curry",2014,1
18661,"NM, Curry",2016,
22714,"NM, Curry",2020,1
1654,"NM, De Baca",2002,
4012,"NM, De Baca",2003,2
15445,"NM, De Baca",2013,1
16549,"NM, De Baca",2014,1
1655,"NM, Dona Ana",2002,
4013,"NM, Dona Ana",2003,9
6010,"NM, Dona Ana",2004,7
7451,"NM, Dona Ana",2005,10
8817,"NM, Dona Ana",2006,3
10068,"NM, Dona Ana",2007,14
11059,"NM, Dona Ana",2008,2
11820,"NM, Dona Ana",2009,2
12517,"NM, Dona Ana",2010,8
13071,"NM, Dona Ana",2011,1
14062,"NM, Dona Ana",2012,11
15446,"NM, Dona Ana",2013,2
16550,"NM, Dona Ana",2014,3
17563,"NM, Dona Ana",2015,4
18662,"NM, Dona Ana",2016,1
19849,"NM, Dona Ana",2017,3
21172,"NM, Dona Ana",2018,2
22177,"NM, Dona Ana",2019,3
22715,"NM, Dona Ana",2020,2
1656,"NM, Eddy",2002,
4014,"NM, Eddy",2003,2
6011,"NM, Eddy",2004,2
7452,"NM, Eddy",2005,
10069,"NM, Eddy",2007,1
11821,"NM, Eddy",2009,1
12518,"NM, Eddy",2010,1
15447,"NM, Eddy",2013,
17564,"NM, Eddy",2015,1
21173,"NM, Eddy",2018,1
4015,"NM, Grant",2003,
6012,"NM, Grant",2004,1
7453,"NM, Grant",2005,
10070,"NM, Grant",2007,1
11822,"NM, Grant",2009,
16551,"NM, Grant",2014,1
4016,"NM, Guadalupe",2003,1
21174,"NM, Guadalupe",2018,
1657,"NM, Harding",2002,
4017,"NM, Harding",2003,
16552,"NM, Harding",2014,1
6013,"NM, Hidalgo",2004,
1658,"NM, Lea",2002,
4018,"NM, Lea",2003,5
6014,"NM, Lea",2004,1
7454,"NM, Lea",2005,2
11823,"NM, Lea",2009,1
12519,"NM, Lea",2010,
14063,"NM, Lea",2012,3
15448,"NM, Lea",2013,5
16553,"NM, Lea",2014,3
22178,"NM, Lea",2019,1
4019,"NM, Lincoln",2003,
11824,"NM, Lincoln",2009,
4020,"NM, Los Alamos",2003,1
4021,"NM, Luna",2003,
6015,"NM, Luna",2004,
7455,"NM, Luna",2005,1
8818,"NM, Luna",2006,
10071,"NM, Luna",2007,
11060,"NM, Luna",2008,1
15449,"NM, Luna",2013,2
21175,"NM, Luna",2018,1
22179,"NM, Luna",2019,
4022,"NM, Mckinley",2003,
6016,"NM, Mckinley",2004,3
10072,"NM, Mckinley",2007,2
11061,"NM, Mckinley",2008,
12520,"NM, Mckinley",2010,1
18663,"NM, Mckinley",2016,1
4023,"NM, Mora",2003,
10073,"NM, Mora",2007,
11825,"NM, Mora",2009,
16554,"NM, Mora",2014,
4024,"NM, Otero",2003,1
6017,"NM, Otero",2004,
7456,"NM, Otero",2005,
8819,"NM, Otero",2006,
14064,"NM, Otero",2012,
15450,"NM, Otero",2013,
18664,"NM, Otero",2016,
